The AES Corporation,"THE AESTHETIC INSTITUTE, INC.",FALSE
The AES Corporation,"THE AESTHETIC RESEARCH FOUNDATION, INC.",FALSE
The AES Corporation,"THE AESTHETIC SCIENCE INSTITUTE, LLC",FALSE
The AES Corporation,THE AESTHETIC SENSE LTD.,FALSE
The AES Corporation,"THE AESTHETIC SMILE, INC.",FALSE
Aetna Inc.,AETNA AIR CONDITIONING CORP.,FALSE
Aetna Inc.,"AETNA ARCHITECTURAL METALS, INC.",FALSE
Aetna Inc.,"AETNA AUTO SALES, LTD.",FALSE
Aetna Inc.,"AETNA BEHAVIORAL HEALTH, LLC",FALSE
Aetna Inc.,AETNA BETTER HEALTH INC.,FALSE
Aetna Inc.,AETNA BUILDING SERVICES OF NEW YORK,FALSE
Aetna Inc.,"AETNA BUSINESS CREDIT, INC.",FALSE
Aetna Inc.,AETNA CANDY CORP.,FALSE
Aetna Inc.,"AETNA CAPITAL MANAGEMENT, INC.",FALSE
Aetna Inc.,AETNA CASTING CORP.,FALSE
Aetna Inc.,"AETNA COATED FABRICS, INC.",FALSE
Aetna Inc.,AETNA COMMUNICATIONS INC.,FALSE
Aetna Inc.,"AETNA CONSOLIDATED BROKERAGE, INC.",FALSE
Aetna Inc.,AETNA CONSTRUCTION INC.,FALSE
Aetna Inc.,AETNA CONSULTING CORP.,FALSE
Aetna Inc.,AETNA CONTRACTING CORP.,FALSE
Aetna Inc.,AETNA COOLING CORP.,FALSE
Aetna Inc.,AETNA CORP.,FALSE
Aetna Inc.,"AETNA CREATIONS, INC.",FALSE
Aetna Inc.,"AETNA CYLINDERS, INC.",FALSE
Aetna Inc.,"AETNA DIVERSIFIED TECHNOLOGIES, INC.",FALSE
Aetna Inc.,AETNA ELECTRIC DISTRIBUTING CORP.,FALSE
Aetna Inc.,AETNA ELECTRIC LLC,FALSE
Aetna Inc.,AETNA ENERGY SAVERS CORP.,FALSE
"Affiliated Computer Services, Inc.",AFFILIATED ABSTRACT LLC,FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ABSTRACT, INC.",FALSE
"Affiliated Computer Services, Inc.",AFFILIATED ACCEPTANCE CORPORATION,FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ACCESS CHANNELS, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ACCORDIONISTS OF N.Y., INC.",FALSE
"Affiliated Computer Services, Inc.",AFFILIATED ADJUSTMENT GROUP LTD.,FALSE
"Affiliated Computer Services, Inc.",AFFILIATED ADVERTISING AGENCIES INTERNATIONAL,FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ADVISORS, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED AERODYNAMICS, INC.",FALSE
"Affiliated Computer Services, Inc.",AFFILIATED AGENCY OPERATIONS CO.,FALSE
"Affiliated Computer Services, Inc.","AFFILIATED AGENCY, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED AIR, INC.",FALSE
"Affiliated Computer Services, Inc.",AFFILIATED AIR-CONDITIONING CORP.,FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ALBANY ORTHOPAEDIC SURGEONS, L.L.C.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED AMBULANCE SERVICE, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED AMBULETTE, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ANIMAL HEALTH, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED APPRAISAL SERVICES, LTD.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ARBITRATION ASSOCIATES, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED ARTISTS & DESIGNERS, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED BASSETT FURNITURE SHOWROOMS, INC.",FALSE
"Affiliated Computer Services, Inc.","AFFILIATED BLACKTOP COMPANY AND PAVEMENT MAINTENANCE, INC.",FALSE
"Affiliated Computer Services, Inc.",AFFILIATED BRANDS CORP.,FALSE
"Affiliated Computer Services, Inc.","AFFILIATED BROADCASTING, INC.",FALSE
AFLAC Incorporated,"AFLAC BENEFITS SOLUTIONS, INC.",FALSE
AGCO Corporation,"AGCO COOPERATIVE, INC.",FALSE
AGCO Corporation,AGCO CORPORATION,TRUE
AGCO Corporation,AGCO FINANCE LLC,FALSE
AGCO Corporation,AGCO MANAGEMENT INC.,FALSE
AGCO Corporation,"AGCO, INC.",FALSE
AGCO Corporation,AGCOM TRADERS INC.,FALSE
AGCO Corporation,"AGCOMPLIANCE CONSULTING, LLC",FALSE
AGCO Corporation,"AGCORE, INC.",FALSE
"Agilent Technologies, Inc.","AGILENT TECHNOLOGIES, INC.",TRUE
Agway Inc.,"AGWAY CONSUMER PRODUCTS, INC.",FALSE
Agway Inc.,"AGWAY COUNTRY FOODS, INC.",FALSE
Agway Inc.,"AGWAY DATA SERVICES, INC.",FALSE
Agway Inc.,"AGWAY DRIVE, LLC",FALSE
Agway Inc.,AGWAY ENERGY PRODUCTS LLC,FALSE
Agway Inc.,"AGWAY ENERGY SERVICES, INC.",FALSE
Agway Inc.,"AGWAY ENERGY SERVICES, LLC",FALSE
Agway Inc.,"AGWAY FOUNDATION, INC.",FALSE
Agway Inc.,AGWAY GARDENS AT BRIDGEHAMPTON INC.,FALSE
Agway Inc.,AGWAY GARDENS INC.,FALSE
Agway Inc.,"AGWAY GENERAL AGENCY, INC.",FALSE
Agway Inc.,AGWAY HOLDINGS INC.,FALSE
Agway Inc.,AGWAY PETROLEUM CORPORATION,FALSE
Agway Inc.,AGWAY PETROLEUM CORPORATION OF DELAWARE,FALSE
Agway Inc.,"AGWAY REALTIES, INC.",FALSE
Agway Inc.,"AGWAY, INC.",TRUE
Apartment Investment and Management Company,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,TRUE
"Air Products and Chemicals, Inc.","AIR PRODUCTS AND CHEMICALS, INC.",TRUE
"Airborne, Inc.","AIRBORNE, INC.",TRUE
Alberto-Culver Company,"ALBERTO-CULVER USA, INC.",FALSE
Alcoa Inc.,"ALCOA BUILDING PRODUCTS, INC.",FALSE
Alcoa Inc.,ALCOA CALDERWOOD CORP.,FALSE
Alcoa Inc.,ALCOA CALDERWOOD LLC,FALSE
Alcoa Inc.,ALCOA CONCRETE INC.,FALSE
Alcoa Inc.,"ALCOA CONDUCTOR ACCESSORIES, INC.",FALSE
Alcoa Inc.,"ALCOA CONSTRUCTION SYSTEMS, INC.",FALSE
Alcoa Inc.,"ALCOA DEVELOPERS, INC.",FALSE
Alcoa Inc.,"ALCOA FOODS, LLC",FALSE
Alcoa Inc.,ALCOA GRAPHICS CORP.,FALSE
Alcoa Inc.,"ALCOA HOME EXTERIORS, INC.",FALSE
Alcoa Inc.,ALCOA INC.,TRUE
Alcoa Inc.,ALCOA KEY CORP.,FALSE
Alcoa Inc.,ALCOA KEY LLC,FALSE
Alcoa Inc.,"ALCOA NETWORK SERVICES, INC.",FALSE
Alcoa Inc.,ALCOA OF AUSTRALIA PROPRIETARY LIMITED,FALSE
Alcoa Inc.,"ALCOA PACKAGING MACHINERY, INC.",FALSE
Alcoa Inc.,ALCOA POWER GENERATING INC.,FALSE
Alcoa Inc.,ALCOA PROFESSIONAL LLC,FALSE
Alcoa Inc.,"ALCOA REALTY CO., INC.",FALSE
Alcoa Inc.,"ALCOA RECYCLING COMPANY, INC.",FALSE
Alcoa Inc.,ALCOA REMEDIATION MANAGEMENT LLC,FALSE
Alcoa Inc.,"ALCOA REMEDIATION MANAGEMENT, INC.",FALSE
Alcoa Inc.,"ALCOA ROCHESTER, INC.",FALSE
Alleghany Corporation,ALLEGHANY - IDS CORPORATION,FALSE
Alleghany Corporation,ALLEGHANY ACQUISITION CORPORATION,FALSE
Alleghany Corporation,"ALLEGHANY ASSET MANAGEMENT, INC.",FALSE
Alleghany Corporation,ALLEGHANY CAPITAL CORPORATION,FALSE
Alleghany Corporation,ALLEGHANY CONSTRUCTION CORPORATION,FALSE
Alleghany Corporation,ALLEGHANY CORPORATION,TRUE
Alleghany Corporation,"ALLEGHANY COUNTY PHEASANT PROGRAM, INC.",FALSE
Alleghany Corporation,"ALLEGHANY DESIGN MANAGEMENT, INC.",FALSE
Alleghany Corporation,"ALLEGHANY ESTATE LIQUIDATIONS, INC.",FALSE
Alleghany Corporation,"ALLEGHANY FARM SERVICES, LLC",FALSE
Alleghany Corporation,ALLEGHANY FUNDING CORP.,FALSE
Alleghany Corporation,ALLEGHANY GENERATING STATION LLC,FALSE
Alleghany Corporation,"ALLEGHANY HOSPITALIST ASSOCIATE, PLLC",FALSE
Alleghany Corporation,ALLEGHANY INDUSTRIAL INSULATION CO.,FALSE
Alleghany Corporation,"ALLEGHANY LANDSCAPING, INC.",FALSE
Alleghany Corporation,"ALLEGHANY LANES, INC.",FALSE
Alleghany Corporation,ALLEGHANY PHARMACAL ACQUISITION,FALSE
Alleghany Corporation,ALLEGHANY PHARMACAL CORPORATION,FALSE
Alleghany Corporation,ALLEGHANY PROPERTY HOLDINGS INC.,FALSE
Alleghany Corporation,"ALLEGHANY ROAD PROPERTIES, LLC",FALSE
Alleghany Corporation,ALLEGHANY SUMMIT INC.,FALSE
Alleghany Corporation,ALLEGHANY-DELAWARE,FALSE
Alliant Energy Corporation,"ALLIANT ENERGY EPC, LLC",FALSE
"Allied Waste Industries, Inc.","ALLIED WASTE INDUSTRIES OF NEW YORK, INC.",FALSE
The Allstate Corporation,THE ALLSTATE GROUP LLC,FALSE
The Allstate Corporation,"THE ALLSTATE GROUP, LLC",FALSE
ALLTEL Corporation,"ALLTEL COMMUNICATION, INC.",FALSE
ALLTEL Corporation,ALLTEL COMMUNICATIONS CORPORATION,FALSE
ALLTEL Corporation,ALLTEL COMMUNICATIONS SERVICE CORPORATION,FALSE
ALLTEL Corporation,"ALLTEL COMMUNICATIONS, INC.",FALSE
ALLTEL Corporation,"ALLTEL COMMUNICATIONS, LLC",FALSE
ALLTEL Corporation,"ALLTEL CONSTRUCTION AND ENVIRONMENTAL SERVICES, LLC",FALSE
ALLTEL Corporation,"ALLTEL DISTRIBUTORS, INC.",FALSE
ALLTEL Corporation,"ALLTEL FINANCIAL INFORMATION SERVICES, INC.",FALSE
ALLTEL Corporation,"ALLTEL HEALTHCARE INFORMATION SERVICES, INC.",FALSE
ALLTEL Corporation,"ALLTEL HOLDING CORPORATE SERVICES, INC.",FALSE
ALLTEL Corporation,"ALLTEL HOLDING, INC.",FALSE
ALLTEL Corporation,ALLTEL INCORPORATED,FALSE
ALLTEL Corporation,"ALLTEL INFORMATION SERVICES, INC.",FALSE
ALLTEL Corporation,"ALLTEL LONG DISTANCE, INC.",FALSE
ALLTEL Corporation,"ALLTEL MOBILE COMMUNICATIONS OF JAMESTOWN, INC.",FALSE
ALLTEL Corporation,"ALLTEL MOBILE COMMUNICATIONS OF NEW YORK, INC.",FALSE
ALLTEL Corporation,ALLTEL MOBILE PHONE CORPORATION OF JAMESTOWN,FALSE
ALLTEL Corporation,"ALLTEL NEW YORK, INC.",FALSE
ALLTEL Corporation,ALLTEL SERVICE CORPORATION,FALSE
ALLTEL Corporation,"ALLTEL SUPPLY, INC.",FALSE
ALLTEL Corporation,ALLTEL TELEPHONE SERVICE CORPORATION,FALSE
ALLTEL Corporation,"ALLTEL WHOLESALE BANKING SOLUTIONS, INC.",FALSE
ALLTEL Corporation,"ALLTEL, INC.",FALSE
ALLTEL Corporation,"ALLTELA INTEGRATION TECHNOLOGIES, INC.",FALSE
"The Alpine Group, Inc.","THE ALPINE GROUP, INC.",TRUE
AMC Entertainment Inc.,"AMC ENTERTAINMENT HOLDINGS, INC.",FALSE
AMC Entertainment Inc.,AMC ENTERTAINMENT INC.,TRUE
American Power Conversion Corporation,AMERICAN POWER,FALSE
American Power Conversion Corporation,AMERICAN POWER & GAS LLC,FALSE
American Power Conversion Corporation,AMERICAN POWER & LIGHTING CORP.,FALSE
American Power Conversion Corporation,AMERICAN POWER BOAT ASSOCIATION,FALSE
American Power Conversion Corporation,AMERICAN POWER CLEANING INC.,FALSE
American Power Conversion Corporation,AMERICAN POWER CONSERVATION CORP.,FALSE
American Power Conversion Corporation,"AMERICAN POWER CONSTRUCTION, INC.",FALSE
American Power Conversion Corporation,"AMERICAN POWER GENERATING, LLC",FALSE
American Power Conversion Corporation,"AMERICAN POWER GROUP, INC.",FALSE
American Power Conversion Corporation,AMERICAN POWER INDUSTRIES LTD.,FALSE
American Power Conversion Corporation,AMERICAN POWER LLC,FALSE
American Power Conversion Corporation,"AMERICAN POWER MARKETERS, LTD.",FALSE
American Power Conversion Corporation,AMERICAN POWER PARTNERS LLC,FALSE
American Power Conversion Corporation,AMERICAN POWER SCRAPE CORPORATION,FALSE
American Power Conversion Corporation,"AMERICAN POWER SHAYAN, INC.",FALSE
American Power Conversion Corporation,AMERICAN POWER SPORTS LLC,FALSE
American Power Conversion Corporation,"AMERICAN POWER SUPPLY, LLC",FALSE
American Power Conversion Corporation,AMERICAN POWER TECHNOLOGIES INC.,FALSE
American Power Conversion Corporation,"AMERICAN POWER TECHNOLOGIES, INC.",FALSE
American Power Conversion Corporation,AMERICAN POWER WASHING INC.,FALSE
American Power Conversion Corporation,"AMERICAN POWER, CORP.",FALSE
American Power Conversion Corporation,AMERICAN POWERAIL INC.,FALSE
American Power Conversion Corporation,"AMERICAN POWERBOAT & JETSKI, LLC",FALSE
American Power Conversion Corporation,"AMERICAN POWERBOAT SCHOOL, INC.",FALSE
American Power Conversion Corporation,"AMERICAN POWERGEN SYSTEMS GROUP, INC.",FALSE
Amerada Hess Corporation,AMERADA HESS CORPORATION,TRUE
Amerada Hess Corporation,AMERADA HESS OIL COMPANY INC.,FALSE
Amerada Hess Corporation,AMERADA HESS PIPELINE CORPORATION,FALSE
Amerada Hess Corporation,AMERADA HESS TRADING COMPANY,FALSE
Amerada Hess Corporation,AMERADA HESS/CIBC BUSINESS TRUST NO. 1998-1,FALSE
AMERCO,"AMERCO BUSINESS CONSULTANTS, INC.",FALSE
AMERCO,"AMERCO DELIVERY SERVICES, INC.",FALSE
AMERCO,AMERCO GROUP INC.,FALSE
AMERCO,AMERCO INC.,TRUE
AMERCO,"AMERCO INTERNATIONAL CONSULTANTS, INC.",FALSE
AMERCO,AMERCO LEASE COMPANY,FALSE
AMERCO,"AMERCO MARKETING CO. OF BROOKLYN-STATEN ISLAND, INC.",FALSE
AMERCO,AMERCO MARKETING CO. OF CENTRAL N.Y. INC.,FALSE
AMERCO,AMERCO MARKETING CO. OF NORTHEASTERN N.Y. INC.,FALSE
AMERCO,"AMERCO MARKETING CO. OF SUFFOLK, INC.",FALSE
AMERCO,AMERCO MARKETING CO. OF WESTERN N.Y. INC.,FALSE
AMERCO,"AMERCO MARKETING, INC.",FALSE
AMERCO,AMERCO REAL ESTATE COMPANY,FALSE
AMERCO,AMERCOL DEVELOPMENT CORPORATION,FALSE
AMERCO,"AMERCOLE TRADING CO., INC.",FALSE
AMERCO,AMERCOM FUNDING LTD.,FALSE
AMERCO,AMERCOM FUNDING LTD. II,FALSE
AMERCO,AMERCOM FUNDING LTD. III,FALSE
AMERCO,AMERCOM FUNDING LTD. IV,FALSE
AMERCO,AMERCOM FUNDING LTD. V,FALSE
AMERCO,AMERCOM FUNDING LTD. VI,FALSE
AMERCO,"AMERCOM X, LTD.",FALSE
AMERCO,AMERCON CUISINE TORCH INC.,FALSE
AMERCO,"AMERCON ELECTRIC, INC.",FALSE
AMERCO,AMERCON INC.,FALSE
Ameren Corporation,AMEREN INC.,FALSE
Ameren Corporation,"AMERENT VEHICLE LEASING, INC.",FALSE
"American Eagle Outfitters, Inc.","AMERICAN EAGLE OUTFITTERS, INC.",TRUE
"American Electric Power Company, Inc.","AMERICAN ELECTRIC POWER COMPANY, INC.",TRUE
"American Electric Power Company, Inc.",AMERICAN ELECTRIC POWER EQUIPMENT CORP.,FALSE
"American Electric Power Company, Inc.",AMERICAN ELECTRIC POWER SERVICE CORPORATION,FALSE
American Express Company,AMERICAN EXPRESS (CHINA) LTD.,FALSE
American Express Company,AMERICAN EXPRESS AIRCRAFT LEASING CORP.,FALSE
American Express Company,AMERICAN EXPRESS ASSET MANAGEMENT GROUP INC.,FALSE
American Express Company,"AMERICAN EXPRESS ATM HOLDINGS, INC.",FALSE
American Express Company,AMERICAN EXPRESS BUSINESS FINANCE CORPORATION,FALSE
American Express Company,"AMERICAN EXPRESS CABLE FRANCHISE, INC.",FALSE
American Express Company,"AMERICAN EXPRESS CAR AND LIMOUSINE SERVICE, INC.",FALSE
American Express Company,AMERICAN EXPRESS CENTURION BANK,FALSE
American Express Company,AMERICAN EXPRESS CENTURION SERVICES CORPORATION,FALSE
American Express Company,AMERICAN EXPRESS CERTIFICATE COMPANY,FALSE
American Express Company,AMERICAN EXPRESS CHARITABLE FUND,FALSE
American Express Company,"AMERICAN EXPRESS CLUB CONTINENTAL, LTD.",FALSE
American Express Company,AMERICAN EXPRESS COMPANY,TRUE
American Express Company,AMERICAN EXPRESS COURIER INC.,FALSE
American Express Company,AMERICAN EXPRESS CREDIT CORPORATION,FALSE
American Express Company,AMERICAN EXPRESS DELI INC.,FALSE
American Express Company,AMERICAN EXPRESS DIRECT RESPONSE CORPORATION,FALSE
American Express Company,AMERICAN EXPRESS EDUCATIONAL ASSURANCE COMPANY,FALSE
American Express Company,AMERICAN EXPRESS EDUCATIONAL LOANS,FALSE
American Express Company,AMERICAN EXPRESS EXPORT CREDIT CORPORATION,FALSE
American Express Company,AMERICAN EXPRESS FASHIONS LTD.,FALSE
American Express Company,"AMERICAN EXPRESS FILMS, INC.",FALSE
American Express Company,AMERICAN EXPRESS FINANCIAL ADVISORS INC.,FALSE
American Express Company,AMERICAN EXPRESS FINANCIAL CORPORATION,FALSE
American Express Company,AMERICAN EXPRESS FOUNDATION,FALSE
"American Financial Group, Inc.","AMERICAN FINANCIAL GROUP, INC.",TRUE
"American Financial Group, Inc.","AMERICAN FINANCIAL GROUP, LTD.",FALSE
American Greetings Corporation,"AMERICAN GREETINGS AT PAN AM BLDG., INC.",FALSE
American Greetings Corporation,AMERICAN GREETINGS CORPORATION,TRUE
American Greetings Corporation,"AMERICAN GREETINGS NO. 3, INC.",FALSE
"American International Group, Inc.","AMERICAN INTERNATIONAL GROUP, INC.",TRUE
American Standard Companies Inc.,AMERICAN STANDARD (USA) CABINETS & ASSOCIATES CORP.,FALSE
American Standard Companies Inc.,AMERICAN STANDARD APPAREL INC.,FALSE
American Standard Companies Inc.,"AMERICAN STANDARD APPLIANCE PROTECTION, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD CABINET'S INC.,FALSE
American Standard Companies Inc.,AMERICAN STANDARD CHEMICAL CORP.,FALSE
American Standard Companies Inc.,"AMERICAN STANDARD COIN TELECOM, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD COMPANIES INC.,TRUE
American Standard Companies Inc.,"AMERICAN STANDARD CONSTRUCTION & MAINTENANCE, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD CONSTRUCTION CORPORATION,FALSE
American Standard Companies Inc.,AMERICAN STANDARD CONTRACTING CORP.,FALSE
American Standard Companies Inc.,AMERICAN STANDARD CORP.,FALSE
American Standard Companies Inc.,AMERICAN STANDARD CORPORATION,FALSE
American Standard Companies Inc.,AMERICAN STANDARD CREDIT INC.,FALSE
American Standard Companies Inc.,AMERICAN STANDARD ELECTRIC CORPORATION,FALSE
American Standard Companies Inc.,"AMERICAN STANDARD ELECTRIC, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD ENVIRONMENTAL CORP.,FALSE
American Standard Companies Inc.,"AMERICAN STANDARD ENVIRONMENTAL ENTERPRISES, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD FINANCIAL CORPORATION,FALSE
American Standard Companies Inc.,AMERICAN STANDARD GENERAL CONTRACTING CORP,FALSE
American Standard Companies Inc.,AMERICAN STANDARD GLACIER CORPORATION,FALSE
American Standard Companies Inc.,"AMERICAN STANDARD GROUP, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD HOME IMPROVEMENT INC.,FALSE
American Standard Companies Inc.,"AMERICAN STANDARD HOME INSPECTION, INC.",FALSE
American Standard Companies Inc.,AMERICAN STANDARD INC.,FALSE
"American Water Works Company, Inc.","AMERICAN WATER WORKS COMPANY, INC.",TRUE
"American Water Works Company, Inc.","AMERICAN WATER WORKS SERVICE COMPANY, INC.",FALSE
AmerisourceBergen Corporation,AMERISOURCEBERGEN DRUG CORPORATION,FALSE
AmerisourceBergen Corporation,AMERISOURCEBERGEN SPECIALTY GROUP,FALSE
"Ames Department Stores, Inc.","AMES DEPARTMENT STORES, INC.",TRUE
Amgen Inc.,AMGEN,FALSE
Amgen Inc.,AMGEN INC.,TRUE
Amgen Inc.,"AMGEN ROCKVILLE, INC.",FALSE
Amgen Inc.,AMGEN SYSTEMS INC.,FALSE
Amgen Inc.,AMGEN USA INC.,FALSE
"Amkor Technology, Inc.","AMKOR TECHNOLOGY, INC.",TRUE
AMR Corporation,AMR & RINA TAXI INC.,FALSE
AMR Corporation,AMR ACQUISITION CORP.,FALSE
AMR Corporation,"AMR AIRLINE GROUP, INC.",FALSE
AMR Corporation,AMR AIRLINE SERVICES CORPORATION,FALSE
AMR Corporation,"AMR ANESTHESIA, P.C.",FALSE
AMR Corporation,AMR ASSOCIATES,FALSE
AMR Corporation,AMR ASSOCIATES LLC,FALSE
AMR Corporation,"AMR ASSOCIATES, INC.",FALSE
AMR Corporation,"AMR AUDIOLOGY, INC.",FALSE
